5345, 65
5327, 1100
5425, 2134
5398, 3166
5383, 4198
5348, 5231
5298, 6263
5279, 7297
5221, 8330
5223, 9363
5197, 10396
5189, 11429
5157, 12463
5144, 13497
5098, 14530
5596, 15562
5556, 16594
5562, 17627
5529, 18659
5492, 19691
5446, 20723
5464, 21755
5411, 22789
5418, 23821
5378, 24853
5378, 25886
5332, 26918
5328, 27952
5293, 28985
5289, 30018
5242, 31051
5229, 32084
5221, 33118
5184, 34151
5179, 35184
5169, 36217
5109, 37251
5119, 38285
5107, 39318
5087, 40352
5367, 41388
5564, 42420
5530, 43452
5523, 44484
5527, 45516
5494, 46548
5470, 47581
5426, 48614
5471, 49646
5137, 50679
5252, 51713
5505, 52745
5611, 53777
5575, 54809
5340, 55841
5118, 56876
25, 61855
26, 66667
25, 71575
28, 76056
60, 78735
73, 81110
75, 83449
92, 85539
249, 86964
5567, 88018
5555, 89054
5247, 90087
5321, 91119
5258, 92152
5169, 93186
5650, 94218
5635, 95250
5595, 96281
5623, 97313
5612, 98345
5605, 99377
5625, 100409
5635, 101441
5129, 102474
5458, 103511
5635, 104542
5635, 105574
5650, 106606
5144, 107639
5658, 108672
5146, 109705
5152, 110739
5663, 111770
5661, 112802
5658, 113835
5661, 114866
5666, 115898
5663, 116930
5633, 117961
5658, 118993
5661, 120026
5656, 121057
5135, 122091
5666, 123122
5152, 124156
5167, 125190
5156, 126223
5161, 127257
5178, 128290
5165, 129324
5161, 130358
5666, 131389
5137, 132423
5139, 133456
5620, 134489
5620, 135520
5610, 136552
5595, 137584
5590, 138616
5600, 139649
5630, 140681
5540, 141716
5243, 142749
5310, 143782
3238, 144827
4502, 145863
4322, 146900
4575, 147937
4370, 148974
4496, 150010
4413, 151047
4432, 152084
4413, 153120
4622, 154157
4486, 155193
4442, 156229
4205, 157267
5269, 158301
5521, 159333
5328, 160366
5296, 161399
5203, 162433
5178, 163466
5165, 164499
5169, 165533
5182, 166566
5173, 167600
5697, 168632
5666, 169663
5666, 170695
5656, 171727
5605, 172759
5595, 173791
5575, 174853
5511, 175889
5625, 176921
5600, 177953
5605, 178998
5590, 180030
5560, 181062
5565, 182094
5570, 183127
5580, 184159
5600, 185191
5341, 186224
5397, 187256
5545, 188289
7773, 189316
7891, 190343
8400, 191369
8256, 192395
8023, 193422
7941, 194448
8289, 195475
8400, 196501
7812, 197528
8366, 198554
8389, 199580
8169, 200606
7793, 201633
7851, 202660
8480, 203686
7841, 204713
7754, 205741
8468, 206767
7982, 207793
8191, 208820
7832, 209847
7851, 210874
8289, 211900
8074, 212926
8023, 213953
8033, 214979
8480, 216005
8223, 217035
8012, 218061
8012, 219088
7961, 220115
7763, 221143
7891, 222169
7971, 223196
8267, 224222
8116, 225249
7783, 226276
8012, 227302
7841, 228329
7871, 229356
8002, 230383
8033, 231409
8333, 232435
8054, 233462
7911, 234489
8012, 235515
7982, 236542
8256, 237569
8423, 238595
7871, 239622
7971, 240649
8074, 241675
7951, 242702
7871, 243729
8322, 244755
8064, 245781
8400, 246807
8106, 247834
8002, 248861
7851, 249887
8278, 250914
8300, 251940
7921, 252967
8378, 253993
8002, 255023
8267, 256049
8234, 257076
8085, 258102
7921, 259129
7891, 260156
8095, 261211
8212, 262240
8311, 263267
7881, 264293
7744, 265320
8064, 266347
7640, 267374
8159, 268400
7548, 269428
8180, 270454
7911, 271481
8180, 272507
8054, 273534
7951, 274562
7548, 275589
7476, 276616
8138, 277643
8012, 278669
7566, 279697
7603, 280724
8180, 281750
7494, 282778
7754, 283805
7548, 284832
8267, 285858
7584, 286886
7773, 287913
8074, 288940
7603, 289967
8202, 290994
7716, 292024
7494, 293051
7971, 294078
8180, 295104
8116, 296131
8180, 297157
7931, 298184
10212, 299208
5089, 300242
4992, 301277
5024, 302311
5122, 303344
5048, 304378
5165, 305412
5199, 306445
5114, 307479
5199, 308512
5191, 309545
5225, 310579
5252, 311612
5260, 312645
4992, 313679
5024, 314714
4913, 315748
4968, 316783
5008, 317816
4976, 318851
5278, 319884
5323, 320917
5351, 321950
5332, 322983
4867, 324018
4890, 325052
5278, 326085
5234, 327118
5314, 328152
5351, 329185
5225, 330221
4944, 331255
5008, 332290
5008, 333324
5032, 334358
4992, 335392
5106, 336425
5269, 337459
5156, 338493
5089, 339526
5217, 340559
5341, 341593
5314, 342626
5032, 343660
5243, 344693
4882, 345728
5269, 346761
5225, 347804
4898, 348863
4984, 349899
5314, 350932
5269, 351966
4875, 353000
4882, 354035
5415, 355067
5225, 356101
5314, 357134
5139, 358168
5131, 359201
5165, 360235
5148, 361269
5131, 362302
5139, 363336
